date,product,region,channel,revenue,units,cost,profit
2023-03-28,Growth Pack,South,Offline,59.89,3,26.78,33.11
2023-03-28,Growth Pack,East,Online,80.08,5,42.98,37.1
2023-03-28,Growth Pack,East,Offline,66.19,4,27.81,38.38
2023-03-28,Growth Pack,West,Online,92.19,6,42.29,49.9
2023-03-28,Growth Pack,West,Offline,61.77,4,29.31,32.46
2023-03-28,Starter Plan,North,Online,73.29,4,37.42,35.87
2023-03-28,Starter Plan,North,Offline,44.52,3,20.01,24.51
2023-03-28,Starter Plan,South,Online,62.54,5,26.03,36.51
2023-03-28,Starter Plan,South,Offline,43.95,3,23.52,20.43
2023-03-28,Starter Plan,East,Online,70.72,5,32.66,38.06
2023-03-28,Starter Plan,East,Offline,39.3,2,17.32,21.98
2023-03-28,Starter Plan,West,Online,70.69,6,32.32,38.37
2023-03-28,Starter Plan,West,Offline,38.94,2,20.91,18.03
2023-03-28,Add-ons,North,Online,40.55,2,15.83,24.72
2023-03-28,Add-ons,North,Offline,18.98,1,10.02,8.96
2023-03-28,Add-ons,South,Online,51.62,4,25.2,26.42
2023-03-28,Add-ons,South,Offline,28.18,1,13.62,14.56
2023-03-28,Add-ons,East,Online,39.91,2,16.48,23.43
2023-03-28,Add-ons,East,Offline,18.7,1,9.91,8.79
2023-03-28,Add-ons,West,Online,37.86,2,14.27,23.59
2023-03-28,Add-ons,West,Offline,34.11,2,16.31,17.8
2023-03-29,Enterprise Suite,North,Online,164.46,12,75.53,88.93
2023-03-29,Enterprise Suite,North,Offline,109.17,9,58.25,50.92
2023-03-29,Enterprise Suite,South,Online,144.4,14,52.64,91.76
2023-03-29,Enterprise Suite,South,Offline,97.3,6,48.39,48.91
2023-03-29,Enterprise Suite,East,Online,140.43,10,70.74,69.69
2023-03-29,Enterprise Suite,East,Offline,94.66,8,47.1,47.56
2023-03-29,Enterprise Suite,West,Online,154.63,12,67.16,87.47
2023-03-29,Enterprise Suite,West,Offline,118.23,11,51.8,66.43
2023-03-29,Growth Pack,North,Online,123.98,11,62.31,61.67
2023-03-29,Growth Pack,North,Offline,71.73,6,27.8,43.93
2023-03-29,Growth Pack,South,Online,101.73,8,38.07,63.66
2023-03-29,Growth Pack,South,Offline,79.83,4,38.16,41.67
2023-03-29,Growth Pack,East,Online,105.47,6,50.41,55.06
2023-03-29,Growth Pack,East,Offline,68.43,4,32.68,35.75
2023-03-29,Growth Pack,West,Online,116.4,8,52.45,63.95
2023-03-29,Growth Pack,West,Offline,78.52,6,34.6,43.92
2023-03-29,Starter Plan,North,Online,76.94,5,28.05,48.89
2023-03-29,Starter Plan,North,Offline,55.59,4,27.95,27.64
2023-03-29,Starter Plan,South,Online,77.84,6,39.38,38.46
2023-03-29,Starter Plan,South,Offline,43.16,3,21.96,21.2
2023-03-29,Starter Plan,East,Online,68.78,4,35.14,33.64
2023-03-29,Starter Plan,East,Offline,41.8,3,21.06,20.74
2023-03-29,Starter Plan,West,Online,68.36,5,36.07,32.29
2023-03-29,Starter Plan,West,Offline,53.29,3,24.99,28.3
2023-03-29,Add-ons,North,Online,51.91,4,27.23,24.68
2023-03-29,Add-ons,North,Offline,29.57,2,10.74,18.83
2023-03-29,Add-ons,South,Online,44.19,3,20.67,23.52
2023-03-29,Add-ons,South,Offline,27.03,2,12.5,14.53
2023-03-29,Add-ons,East,Online,35.08,1,18.06,17.02
2023-03-29,Add-ons,East,Offline,34.57,2,15.56,19.01
2023-03-29,Add-ons,West,Online,42.85,3,19.76,23.09
2023-03-29,Add-ons,West,Offline,28.43,2,13.05,15.38
2023-03-30,Enterprise Suite,North,Online,178.8,11,76.14,102.66
2023-03-30,Enterprise Suite,North,Offline,118.9,8,45.72,73.18
2023-03-30,Enterprise Suite,South,Online,138.94,8,67.4,71.54
2023-03-30,Enterprise Suite,South,Offline,104.39,6,38.29,66.1
2023-03-30,Enterprise Suite,East,Online,139.1,7,68.58,70.52
2023-03-30,Enterprise Suite,East,Offline,111.96,10,59.43,52.53
2023-03-30,Enterprise Suite,West,Online,176.82,14,69.47,107.35
2023-03-30,Enterprise Suite,West,Offline,108.98,8,58.34,50.64
2023-03-30,Growth Pack,North,Online,133.63,9,66.05,67.58
2023-03-30,Growth Pack,North,Offline,77.68,4,37.22,40.46
2023-03-30,Growth Pack,South,Online,97.15,6,48.95,48.2
2023-03-30,Growth Pack,South,Offline,60.91,3,23.52,37.39
2023-03-30,Growth Pack,East,Online,109.83,6,45.47,64.36
2023-03-30,Growth Pack,East,Offline,49.96,4,25.78,24.18
2023-03-30,Growth Pack,West,Online,135.12,10,57.59,77.53
2023-03-30,Growth Pack,West,Offline,76.11,5,36.91,39.2
2023-03-30,Starter Plan,North,Online,83.13,5,44.05,39.08
2023-03-30,Starter Plan,North,Offline,49.4,3,26.24,23.16
2023-03-30,Starter Plan,South,Online,74.38,7,30.26,44.12
2023-03-30,Starter Plan,South,Offline,56.97,5,26.5,30.47
2023-03-30,Starter Plan,East,Online,53.81,3,19.39,34.42
2023-03-30,Starter Plan,East,Offline,58.61,4,22.58,36.03
2023-03-30,Starter Plan,West,Online,88.6,6,42.06,46.54
2023-03-30,Starter Plan,West,Offline,53.43,5,27.62,25.81
2023-03-30,Add-ons,North,Online,285.5,5,29.79,255.71
2023-03-30,Add-ons,North,Offline,31.37,2,13.7,17.67
2023-03-30,Add-ons,South,Online,52.78,3,19.48,33.3
2023-03-30,Add-ons,South,Offline,35.99,2,17.25,18.74
2023-03-30,Add-ons,East,Online,42.99,3,21.24,21.75
2023-03-30,Add-ons,East,Offline,31.66,2,12.28,19.38
2023-03-30,Add-ons,West,Online,59.35,3,22.11,37.24
2023-03-30,Add-ons,West,Offline,42.85,2,19.83,23.02
2023-03-31,Enterprise Suite,North,Online,165.22,14,81.09,84.13
2023-03-31,Enterprise Suite,North,Offline,109.92,7,43.45,66.47
2023-03-31,Enterprise Suite,South,Online,138.29,10,51.01,87.28
2023-03-31,Enterprise Suite,South,Offline,93.78,5,40.7,53.08
2023-03-31,Enterprise Suite,East,Online,141.39,10,64.06,77.33
2023-03-31,Enterprise Suite,East,Offline,87.18,5,33.08,54.1
2023-03-31,Enterprise Suite,West,Online,161.82,13,69.68,92.14
2023-03-31,Enterprise Suite,West,Offline,94.89,9,39.02,55.87
2023-03-31,Growth Pack,North,Online,120.72,11,50.4,70.32
2023-03-31,Growth Pack,North,Offline,82.36,6,39.8,42.56
2023-03-31,Growth Pack,South,Online,109.85,8,52.3,57.55
2023-03-31,Growth Pack,South,Offline,70.79,4,37.97,32.82
2023-03-31,Growth Pack,East,Online,100.05,7,39.76,60.29
2023-03-31,Growth Pack,East,Offline,70.08,5,32.34,37.74
2023-03-31,Growth Pack,West,Online,112.91,9,46.31,66.6
2023-03-31,Growth Pack,West,Offline,77.19,4,28.84,48.35
2023-03-31,Starter Plan,North,Online,77.21,5,37.37,39.84
2023-03-31,Starter Plan,North,Offline,38.58,2,14.35,24.23
2023-03-31,Starter Plan,South,Online,69.41,3,27.27,42.14
2023-03-31,Starter Plan,South,Offline,42.65,2,21.32,21.33
2023-03-31,Starter Plan,East,Online,57.58,3,27.92,29.66
2023-03-31,Starter Plan,East,Offline,41.87,2,20.93,20.94
2023-03-31,Starter Plan,West,Online,86.36,7,33.07,53.29
2023-03-31,Starter Plan,West,Offline,44.81,3,16.39,28.42
2023-03-31,Add-ons,North,Online,60.05,4,25.15,34.9
2023-03-31,Add-ons,North,Offline,32.85,3,16.51,16.34
2023-03-31,Add-ons,South,Online,31.15,2,13.22,17.93
2023-03-31,Add-ons,South,Offline,32.91,3,13.48,19.43
2023-03-31,Add-ons,East,Online,40.7,3,17.17,23.53
2023-03-31,Add-ons,East,Offline,39.16,2,15.0,24.16
2023-03-31,Add-ons,West,Online,50.68,4,21.44,29.24
2023-03-31,Add-ons,West,Offline,23.69,2,11.88,11.81
2023-04-01,Enterprise Suite,North,Online,126.95,12,46.31,80.64
2023-04-01,Enterprise Suite,North,Offline,81.69,7,37.22,44.47
2023-04-01,Enterprise Suite,South,Online,115.85,7,51.99,63.86
2023-04-01,Enterprise Suite,South,Offline,63.98,3,28.87,35.11
2023-04-01,Enterprise Suite,East,Online,117.33,6,49.83,67.5
2023-04-01,Enterprise Suite,East,Offline,74.9,5,29.98,44.92
2023-04-01,Enterprise Suite,West,Online,129.37,9,57.76,71.61
2023-04-01,Enterprise Suite,West,Offline,85.01,6,38.83,46.18
2023-04-01,Growth Pack,North,Online,104.21,6,49.51,54.7
2023-04-01,Growth Pack,North,Offline,65.48,4,25.58,39.9
2023-04-01,Growth Pack,South,Online,101.52,6,43.88,57.64
2023-04-01,Growth Pack,South,Offline,62.99,3,31.51,31.48
2023-04-01,Growth Pack,East,Online,88.82,5,38.59,50.23
2023-04-01,Growth Pack,East,Offline,49.86,2,19.18,30.68
2023-04-01,Growth Pack,West,Online,108.03,8,42.12,65.91
2023-04-01,Growth Pack,West,Offline,59.45,5,27.77,31.68
2023-04-01,Starter Plan,North,Online,56.26,4,26.99,29.27
2023-04-01,Starter Plan,North,Offline,41.08,3,20.69,20.39
2023-04-01,Starter Plan,South,Online,64.35,4,24.08,40.27
2023-04-01,Starter Plan,South,Offline,27.53,1,13.28,14.25
2023-04-01,Starter Plan,East,Online,53.29,3,20.91,32.38
2023-04-01,Starter Plan,East,Offline,26.71,1,13.78,12.93
2023-04-01,Starter Plan,West,Online,53.52,3,20.78,32.74
2023-04-01,Starter Plan,West,Offline,26.45,2,12.98,13.47
2023-04-01,Add-ons,North,Online,57.11,3,27.34,29.77
2023-04-01,Add-ons,North,Offline,21.61,1,11.22,10.39
2023-04-01,Add-ons,South,Online,48.08,3,23.75,24.33
2023-04-01,Add-ons,South,Offline,30.77,2,13.72,17.05
2023-04-01,Add-ons,East,Online,30.46,2,13.21,17.25
2023-04-01,Add-ons,East,Offline,23.02,1,8.82,14.2
2023-04-01,Add-ons,West,Online,46.48,2,21.33,25.15
2023-04-01,Add-ons,West,Offline,30.85,1,16.16,14.69
2023-04-02,Enterprise Suite,North,Online,126.57,7,68.17,58.4
2023-04-02,Enterprise Suite,North,Offline,97.12,5,51.55,45.57
2023-04-02,Enterprise Suite,South,Online,103.6,6,52.07,51.53
2023-04-02,Enterprise Suite,South,Offline,68.9,4,29.57,39.33
2023-04-02,Enterprise Suite,East,Online,102.58,6,50.55,52.03
2023-04-02,Enterprise Suite,East,Offline,69.37,4,33.98,35.39
2023-04-02,Enterprise Suite,West,Online,131.25,11,69.7,61.55
2023-04-02,Enterprise Suite,West,Offline,71.13,4,26.76,44.37
2023-04-02,Growth Pack,North,Online,81.68,6,30.6,51.08
2023-04-02,Growth Pack,North,Offline,60.9,3,23.83,37.07
2023-04-02,Growth Pack,South,Online,87.19,7,33.54,53.65
2023-04-02,Growth Pack,South,Offline,53.6,3,26.81,26.79
2023-04-02,Growth Pack,East,Online,69.41,4,32.38,37.03
2023-04-02,Growth Pack,East,Offline,44.78,2,19.27,25.51
2023-04-02,Growth Pack,West,Online,84.08,7,39.31,44.77
2023-04-02,Growth Pack,West,Offline,53.33,4,27.67,25.66
2023-04-02,Starter Plan,North,Online,70.21,5,27.89,42.32
2023-04-02,Starter Plan,North,Offline,29.55,2,15.18,14.37
2023-04-02,Starter Plan,South,Online,39.53,3,17.6,21.93
2023-04-02,Starter Plan,South,Offline,30.95,2,13.39,17.56
2023-04-02,Starter Plan,East,Online,53.39,3,27.63,25.76
2023-04-02,Starter Plan,East,Offline,31.28,1,11.39,19.89
2023-04-02,Starter Plan,West,Online,53.16,3,25.74,27.42
2023-04-02,Starter Plan,West,Offline,37.55,2,19.85,17.7
2023-04-02,Add-ons,North,Online,39.92,3,17.96,21.96
2023-04-02,Add-ons,North,Offline,31.73,3,14.84,16.89
2023-04-02,Add-ons,South,Online,37.32,3,18.7,18.62
2023-04-02,Add-ons,South,Offline,34.05,2,13.76,20.29
2023-04-02,Add-ons,East,Online,35.55,3,14.33,21.22
2023-04-02,Add-ons,East,Offline,19.31,1,7.56,11.75
2023-04-02,Add-ons,West,Online,36.7,2,18.39,18.31
2023-04-02,Add-ons,West,Offline,31.77,1,12.8,18.97
2023-04-03,Enterprise Suite,North,Online,133.56,8,58.73,74.83
2023-04-03,Enterprise Suite,North,Offline,78.62,6,35.39,43.23
2023-04-03,Enterprise Suite,South,Online,128.01,9,56.02,71.99
2023-04-03,Enterprise Suite,South,Offline,76.26,5,30.47,45.79
2023-04-03,Enterprise Suite,East,Online,108.5,6,47.07,61.43
2023-04-03,Enterprise Suite,East,Offline,82.9,8,34.98,47.92
2023-04-03,Enterprise Suite,West,Online,139.41,10,68.98,70.43
2023-04-03,Enterprise Suite,West,Offline,96.0,7,40.62,55.38
2023-04-03,Growth Pack,North,Online,114.8,9,44.25,70.55
2023-04-03,Growth Pack,North,Offline,71.12,4,37.87,33.25
2023-04-03,Growth Pack,South,Online,79.76,7,34.99,44.77
2023-04-03,Growth Pack,South,Offline,60.77,5,23.16,37.61
2023-04-03,Growth Pack,East,Online,82.58,5,41.41,41.17
2023-04-03,Growth Pack,East,Offline,46.09,4,22.59,23.5
2023-04-03,Growth Pack,West,Online,88.52,7,36.57,51.95
2023-04-03,Growth Pack,West,Offline,60.94,4,32.58,28.36
2023-04-03,Starter Plan,North,Online,57.19,4,27.52,29.67
2023-04-03,Starter Plan,North,Offline,44.28,4,20.87,23.41
2023-04-03,Starter Plan,South,Online,41.14,3,20.04,21.1
2023-04-03,Starter Plan,South,Offline,30.81,2,12.02,18.79
2023-04-03,Starter Plan,East,Online,52.7,4,27.63,25.07
2023-04-03,Starter Plan,East,Offline,28.99,1,12.47,16.52
2023-04-03,Starter Plan,West,Online,68.7,6,28.42,40.28
2023-04-03,Starter Plan,West,Offline,41.67,4,21.89,19.78
2023-04-03,Add-ons,North,Online,39.86,2,18.17,21.69
2023-04-03,Add-ons,North,Offline,36.07,2,18.35,17.72
2023-04-03,Add-ons,South,Online,25.28,1,10.38,14.9
2023-04-03,Add-ons,South,Offline,16.2,1,6.96,9.24
2023-04-03,Add-ons,East,Online,35.69,3,13.76,21.93
2023-04-03,Add-ons,East,Offline,5.0,1,2.64,2.36
2023-04-03,Add-ons,West,Online,54.36,3,29.09,25.27
2023-04-03,Add-ons,West,Offline,24.71,1,9.99,14.72
2023-04-04,Enterprise Suite,North,Online,167.35,16,60.51,106.84
2023-04-04,Enterprise Suite,North,Offline,115.31,10,52.88,62.43
2023-04-04,Enterprise Suite,South,Online,142.75,13,62.92,79.83
2023-04-04,Enterprise Suite,South,Offline,97.63,5,40.41,57.22
2023-04-04,Enterprise Suite,East,Online,140.72,8,67.14,73.58
2023-04-04,Enterprise Suite,East,Offline,84.54,5,42.85,41.69
2023-04-04,Enterprise Suite,West,Online,148.24,8,77.61,70.63
2023-04-04,Enterprise Suite,West,Offline,103.99,6,47.24,56.75
2023-04-04,Growth Pack,North,Online,113.26,6,41.25,72.01
2023-04-04,Growth Pack,North,Offline,63.26,4,33.22,30.04
2023-04-04,Growth Pack,South,Online,97.31,5,43.13,54.18
2023-04-04,Growth Pack,South,Offline,56.47,3,26.03,30.44
2023-04-04,Growth Pack,East,Online,80.51,7,30.59,49.92
2023-04-04,Growth Pack,East,Offline,60.93,4,28.6,32.33
2023-04-04,Growth Pack,West,Online,99.84,9,40.7,59.14
2023-04-04,Growth Pack,West,Offline,68.16,3,29.36,38.8
2023-04-04,Starter Plan,North,Online,58.69,4,30.84,27.85
2023-04-04,Starter Plan,North,Offline,54.78,3,28.87,25.91
2023-04-04,Starter Plan,South,Online,63.46,3,23.23,40.23
2023-04-04,Starter Plan,South,Offline,53.76,3,28.22,25.54
2023-04-04,Starter Plan,East,Online,52.09,3,20.58,31.51
2023-04-04,Starter Plan,East,Offline,29.26,2,13.67,15.59
2023-04-04,Starter Plan,West,Online,67.37,5,26.88,40.49
2023-04-04,Starter Plan,West,Offline,49.94,3,24.06,25.88
2023-04-04,Add-ons,North,Online,67.08,6,34.03,33.05
2023-04-04,Add-ons,North,Offline,40.54,3,17.04,23.5
2023-04-04,Add-ons,South,Online,55.92,4,21.31,34.61
2023-04-04,Add-ons,South,Offline,33.6,3,12.66,20.94
2023-04-04,Add-ons,East,Online,44.44,2,20.21,24.23
2023-04-04,Add-ons,East,Offline,21.66,1,9.91,11.75
2023-04-04,Add-ons,West,Online,50.33,4,20.13,30.2
2023-04-04,Add-ons,West,Offline,35.92,2,15.44,20.48
2023-04-05,Enterprise Suite,North,Online,176.42,9,73.49,102.93
2023-04-05,Enterprise Suite,North,Offline,117.14,8,57.28,59.86
2023-04-05,Enterprise Suite,South,Online,163.2,10,64.67,98.53
2023-04-05,Enterprise Suite,South,Offline,110.35,6,47.3,63.05
2023-04-05,Enterprise Suite,East,Online,142.78,11,64.19,78.59
2023-04-05,Enterprise Suite,East,Offline,86.98,6,44.55,42.43
2023-04-05,Enterprise Suite,West,Online,173.94,11,81.99,91.95
2023-04-05,Enterprise Suite,West,Offline,109.26,7,58.21,51.05
2023-04-05,Growth Pack,North,Online,117.05,9,60.26,56.79
2023-04-05,Growth Pack,North,Offline,92.9,7,43.65,49.25
2023-04-05,Growth Pack,South,Online,116.8,7,44.02,72.78
2023-04-05,Growth Pack,South,Offline,78.27,5,36.45,41.82
2023-04-05,Growth Pack,East,Online,109.19,7,49.06,60.13
2023-04-05,Growth Pack,East,Offline,70.03,5,27.05,42.98
2023-04-05,Growth Pack,West,Online,117.83,6,47.25,70.58
2023-04-05,Growth Pack,West,Offline,73.1,7,35.76,37.34
2023-04-05,Starter Plan,North,Online,92.07,6,39.24,52.83
2023-04-05,Starter Plan,North,Offline,65.5,5,27.71,37.79
2023-04-05,Starter Plan,South,Online,72.65,4,32.3,40.35
2023-04-05,Starter Plan,South,Offline,41.27,3,15.66,25.61
2023-04-05,Starter Plan,East,Online,66.54,5,27.85,38.69
2023-04-05,Starter Plan,East,Offline,55.6,3,25.8,29.8
2023-04-05,Starter Plan,West,Online,86.77,6,40.8,45.97
2023-04-05,Starter Plan,West,Offline,36.49,2,14.26,22.23
2023-04-05,Add-ons,North,Online,48.1,4,18.7,29.4
2023-04-05,Add-ons,North,Offline,37.45,2,16.77,20.68
2023-04-05,Add-ons,South,Online,58.48,3,21.43,37.05
2023-04-05,Add-ons,South,Offline,36.04,3,15.58,20.46
2023-04-05,Add-ons,East,Online,37.72,2,20.27,17.45
2023-04-05,Add-ons,East,Offline,22.84,1,11.32,11.52
2023-04-05,Add-ons,West,Online,57.05,4,23.54,33.51
2023-04-05,Add-ons,West,Offline,39.94,3,17.88,22.06
2023-04-06,Enterprise Suite,North,Online,186.26,12,75.28,110.98
2023-04-06,Enterprise Suite,North,Offline,116.02,8,45.16,70.86
2023-04-06,Enterprise Suite,South,Online,152.59,11,64.61,87.98
2023-04-06,Enterprise Suite,South,Offline,102.21,6,48.31,53.9
2023-04-06,Enterprise Suite,East,Online,159.74,13,78.93,80.81
2023-04-06,Enterprise Suite,East,Offline,111.42,8,42.82,68.6
2023-04-06,Enterprise Suite,West,Online,167.53,16,82.75,84.78
2023-04-06,Enterprise Suite,West,Offline,124.88,6,62.58,62.3
2023-04-06,Growth Pack,North,Online,126.94,7,53.19,73.75
2023-04-06,Growth Pack,North,Offline,98.65,6,36.38,62.27
2023-04-06,Growth Pack,South,Online,120.22,6,60.05,60.17
2023-04-06,Growth Pack,South,Offline,72.35,5,26.9,45.45
2023-04-06,Growth Pack,East,Online,104.63,7,54.79,49.84
2023-04-06,Growth Pack,East,Offline,88.2,7,37.48,50.72
2023-04-06,Growth Pack,West,Online,117.54,7,62.65,54.89
2023-04-06,Growth Pack,West,Offline,85.67,6,31.29,54.38
2023-04-06,Starter Plan,North,Online,86.01,6,40.16,45.85
2023-04-06,Starter Plan,North,Offline,65.42,5,30.9,34.52
2023-04-06,Starter Plan,South,Online,63.61,5,26.83,36.78
2023-04-06,Starter Plan,South,Offline,44.68,2,22.72,21.96
2023-04-06,Starter Plan,East,Online,61.92,4,32.32,29.6
2023-04-06,Starter Plan,East,Offline,45.07,3,24.21,20.86
2023-04-06,Starter Plan,West,Online,85.1,5,43.66,41.44
2023-04-06,Starter Plan,West,Offline,51.14,3,22.73,28.41
2023-04-06,Add-ons,North,Online,62.88,3,32.51,30.37
2023-04-06,Add-ons,North,Offline,33.2,2,17.46,15.74
2023-04-06,Add-ons,South,Online,58.76,3,21.63,37.13
2023-04-06,Add-ons,South,Offline,42.18,4,17.57,24.61
2023-04-06,Add-ons,East,Online,56.16,3,30.24,25.92
2023-04-06,Add-ons,East,Offline,25.13,2,11.25,13.88
2023-04-06,Add-ons,West,Online,60.49,3,27.88,32.61
2023-04-06,Add-ons,West,Offline,33.81,3,14.64,19.17
2023-04-07,Enterprise Suite,North,Online,165.6,10,62.07,103.53
2023-04-07,Enterprise Suite,North,Offline,109.04,8,41.24,67.8
2023-04-07,Enterprise Suite,South,Online,144.8,9,54.6,90.2
2023-04-07,Enterprise Suite,South,Offline,92.39,7,37.33,55.06
2023-04-07,Enterprise Suite,East,Online,130.73,12,58.01,72.72
2023-04-07,Enterprise Suite,East,Offline,77.96,4,32.87,45.09
2023-04-07,Enterprise Suite,West,Online,159.68,13,73.59,86.09
2023-04-07,Enterprise Suite,West,Offline,105.74,7,41.33,64.41
2023-04-07,Growth Pack,North,Online,115.08,6,48.41,66.67
2023-04-07,Growth Pack,North,Offline,82.7,7,40.79,41.91
2023-04-07,Growth Pack,South,Online,107.01,9,51.59,55.42
2023-04-07,Growth Pack,South,Offline,75.82,5,34.4,41.42
2023-04-07,Growth Pack,East,Online,107.45,10,50.31,57.14
2023-04-07,Growth Pack,East,Offline,40.64,3,19.11,21.53
2023-04-07,Growth Pack,West,Online,118.66,7,51.7,66.96
2023-04-07,Growth Pack,West,Offline,79.48,5,33.08,46.4
2023-04-07,Starter Plan,North,Online,74.31,7,37.94,36.37
2023-04-07,Starter Plan,North,Offline,59.08,3,27.41,31.67
2023-04-07,Starter Plan,South,Online,65.07,3,31.61,33.46
2023-04-07,Starter Plan,South,Offline,43.65,2,19.7,23.95
2023-04-07,Starter Plan,East,Online,57.18,3,27.65,29.53
2023-04-07,Starter Plan,East,Offline,50.26,2,23.96,26.3
2023-04-07,Starter Plan,West,Online,83.59,7,34.3,49.29
2023-04-07,Starter Plan,West,Offline,41.87,2,18.94,22.93
2023-04-07,Add-ons,North,Online,55.22,4,26.86,28.36
2023-04-07,Add-ons,North,Offline,39.05,2,19.48,19.57
2023-04-07,Add-ons,South,Online,48.41,4,23.5,24.91
2023-04-07,Add-ons,South,Offline,41.23,2,16.46,24.77
2023-04-07,Add-ons,East,Online,54.73,4,23.01,31.72
2023-04-07,Add-ons,East,Offline,33.24,2,14.47,18.77
2023-04-07,Add-ons,West,Online,60.87,3,27.15,33.72
2023-04-07,Add-ons,West,Offline,33.02,1,16.75,16.27
2023-04-08,Enterprise Suite,North,Online,166.15,16,78.64,87.51
2023-04-08,Enterprise Suite,North,Offline,106.19,7,42.26,63.93
2023-04-08,Enterprise Suite,South,Online,115.64,7,53.39,62.25
2023-04-08,Enterprise Suite,South,Offline,96.86,5,46.52,50.34
2023-04-08,Enterprise Suite,East,Online,126.55,8,57.52,69.03
2023-04-08,Enterprise Suite,East,Offline,86.99,5,40.88,46.11
2023-04-08,Enterprise Suite,West,Online,130.61,11,63.52,67.09
2023-04-08,Enterprise Suite,West,Offline,90.06,7,38.2,51.86
2023-04-08,Growth Pack,North,Online,122.47,6,63.05,59.42
2023-04-08,Growth Pack,North,Offline,60.81,4,29.96,30.85
2023-04-08,Growth Pack,South,Online,89.55,5,33.13,56.42
2023-04-08,Growth Pack,South,Offline,58.09,3,23.04,35.05
2023-04-08,Growth Pack,East,Online,61.48,3,23.66,37.82
2023-04-08,Growth Pack,East,Offline,51.99,3,26.52,25.47
2023-04-08,Growth Pack,West,Online,89.49,7,41.65,47.84
2023-04-08,Growth Pack,West,Offline,76.16,4,35.03,41.13
2023-04-08,Starter Plan,North,Online,65.29,4,29.59,35.7
2023-04-08,Starter Plan,North,Offline,37.69,2,20.0,17.69
2023-04-08,Starter Plan,South,Online,50.22,4,24.51,25.71
2023-04-08,Starter Plan,South,Offline,35.91,2,16.33,19.58
2023-04-08,Starter Plan,East,Online,72.24,5,38.26,33.98
2023-04-08,Starter Plan,East,Offline,37.23,2,17.88,19.35
2023-04-08,Starter Plan,West,Online,64.1,5,25.44,38.66
2023-04-08,Starter Plan,West,Offline,47.74,3,25.55,22.19
2023-04-08,Add-ons,North,Online,47.25,4,19.34,27.91
2023-04-08,Add-ons,North,Offline,29.86,1,12.02,17.84
2023-04-08,Add-ons,South,Online,51.01,3,23.47,27.54
2023-04-08,Add-ons,South,Offline,32.46,2,12.25,20.21
2023-04-08,Add-ons,East,Online,38.74,3,16.49,22.25
2023-04-08,Add-ons,East,Offline,20.06,1,9.95,10.11
2023-04-08,Add-ons,West,Online,56.44,3,30.13,26.31
2023-04-08,Add-ons,West,Offline,17.58,1,8.35,9.23
2023-04-09,Enterprise Suite,North,Online,127.49,10,60.65,66.84
2023-04-09,Enterprise Suite,North,Offline,87.97,4,45.99,41.98
2023-04-09,Enterprise Suite,South,Online,116.59,6,60.54,56.05
2023-04-09,Enterprise Suite,South,Offline,70.49,6,27.42,43.07
2023-04-09,Enterprise Suite,East,Online,102.85,9,55.11,47.74
2023-04-09,Enterprise Suite,East,Offline,59.98,3,28.47,31.51
2023-04-09,Enterprise Suite,West,Online,129.92,11,60.32,69.6
2023-04-09,Enterprise Suite,West,Offline,85.43,5,33.62,51.81
2023-04-09,Growth Pack,North,Online,84.15,7,39.25,44.9
2023-04-09,Growth Pack,North,Offline,66.71,5,33.71,33.0
2023-04-09,Growth Pack,South,Online,77.79,4,40.39,37.4
2023-04-09,Growth Pack,South,Offline,48.34,3,18.6,29.74
2023-04-09,Growth Pack,East,Online,75.66,5,27.67,47.99
2023-04-09,Growth Pack,East,Offline,51.68,4,23.94,27.74
2023-04-09,Growth Pack,West,Online,93.64,8,47.46,46.18
2023-04-09,Growth Pack,West,Offline,59.13,4,28.09,31.04
2023-04-09,Starter Plan,North,Online,59.16,4,31.07,28.09
2023-04-09,Starter Plan,North,Offline,22.58,1,9.09,13.49
2023-04-09,Starter Plan,South,Online,44.09,4,23.7,20.39
2023-04-09,Starter Plan,South,Offline,49.56,3,22.52,27.04
2023-04-09,Starter Plan,East,Online,37.67,3,18.13,19.54
2023-04-09,Starter Plan,East,Offline,27.92,1,10.79,17.13
2023-04-09,Starter Plan,West,Online,67.37,6,31.88,35.49
2023-04-09,Starter Plan,West,Offline,32.71,2,11.9,20.81
2023-04-09,Add-ons,North,Online,35.02,2,15.89,19.13
2023-04-09,Add-ons,North,Offline,23.54,1,9.07,14.47
2023-04-09,Add-ons,South,Online,32.2,2,15.38,16.82
2023-04-09,Add-ons,South,Offline,20.27,1,10.26,10.01
2023-04-09,Add-ons,East,Online,33.26,2,12.69,20.57
2023-04-09,Add-ons,East,Offline,20.35,1,9.96,10.39
2023-04-09,Add-ons,West,Online,44.94,3,17.35,27.59
2023-04-09,Add-ons,West,Offline,22.96,2,8.57,14.39
2023-04-10,Enterprise Suite,North,Online,129.07,12,51.68,77.39
2023-04-10,Enterprise Suite,North,Offline,106.11,6,54.51,51.6
2023-04-10,Enterprise Suite,South,Online,132.92,9,66.35,66.57
2023-04-10,Enterprise Suite,South,Offline,84.76,5,32.0,52.76
2023-04-10,Enterprise Suite,East,Online,115.01,7,51.62,63.39
2023-04-10,Enterprise Suite,East,Offline,80.98,6,39.75,41.23
2023-04-10,Enterprise Suite,West,Online,141.1,9,55.75,85.35
2023-04-10,Enterprise Suite,West,Offline,96.85,7,38.05,58.8
2023-04-10,Growth Pack,North,Online,107.03,7,48.7,58.33
